,y_test,y_pred,residual
44,1736,170041.59122447696,-168305.59122447696
1446,500,170046.0696846303,-169546.0696846303
4473,1697,170046.1583480507,-168349.1583480507
1984,225,170046.7650572702,-169821.7650572702
6136,1500,170058.14294661419,-168558.14294661419
2306,830,170065.57354348726,-169235.57354348726
674,1228,170078.64140379333,-168850.64140379333
5632,1790,170093.67608795303,-168303.67608795303
1072,1650,170100.0620406583,-168450.0620406583
5986,851,170126.3018306687,-169275.3018306687
4188,2100,170137.46446759516,-168037.46446759516
1174,209,170142.0437878657,-169933.0437878657
4913,628,170164.4520422797,-169536.4520422797
1222,904,170168.06614966135,-169264.06614966135
1156,995,170170.55612305412,-169175.55612305412
4356,1435,170173.72007386741,-168738.72007386741
842,320,170181.15506078608,-169861.15506078608
1408,4183,170182.24559465464,-165999.24559465464
204,250,170217.5575546053,-169967.5575546053
5449,599,170217.69663270484,-169618.69663270484
4268,380,170232.32775005372,-169852.32775005372
2170,1086,170238.15607558453,-169152.15607558453
5229,1081,170241.34193593753,-169160.34193593753
3685,400,170256.23064185187,-169856.23064185187
779,1100,170260.15606750848,-169160.15606750848
2819,550,170263.32977862417,-169713.32977862417
2867,1000,170264.81400147214,-169264.81400147214
2052,650,170273.83111098022,-169623.83111098022
3673,6430,170274.48369755654,-163844.48369755654
722,277,170280.59766872617,-170003.59766872617
977,2083,170291.80595478488,-168208.80595478488
53,2254,170292.32361170393,-168038.32361170393
4514,450,170301.91528353767,-169851.91528353767
1826,950,170302.22111730702,-169352.22111730702
5315,1175,170340.59639811533,-169165.59639811533
5098,250,170341.71899263418,-170091.71899263418
4740,600,170351.70350595532,-169751.70350595532
5115,464,170360.35354423596,-169896.35354423596
5192,270,170363.0484430982,-170093.0484430982
2624,1002,170364.2771427651,-169362.2771427651
1105,2158,170369.8245357432,-168211.8245357432
823,1148,170372.36105155552,-169224.36105155552
5146,350,170377.65854897012,-170027.65854897012
3154,662,170379.47101574054,-169717.47101574054
4294,260,170386.24096771496,-170126.24096771496
5273,423,170393.12801973475,-169970.12801973475
3551,680,170398.98236711626,-169718.98236711626
5903,414,170405.02226598034,-169991.02226598034
2984,1000,170416.91489648822,-169416.91489648822
4200,800,170430.9316444978,-169630.9316444978
5423,600,170455.6248243323,-169855.6248243323
1828,1428,170466.48475759235,-169038.48475759235
1031,1100,170467.02545576403,-169367.02545576403
5842,850,170468.4909091794,-169618.4909091794
5562,1500,170502.52263806007,-169002.52263806007
1825,355,170522.87570320026,-170167.87570320026
4398,742,170559.7957675422,-169817.7957675422
3507,400,170565.8025292368,-170165.8025292368
1274,1231,170567.20703265097,-169336.20703265097
1839,6430,170588.06335001133,-164158.06335001133
3043,300,170593.82420663539,-170293.82420663539
5579,800,170609.73680596493,-169809.73680596493
1326,2378,170610.13798654918,-168232.13798654918
4075,464,170617.37692682171,-170153.37692682171
1696,1600,170629.48548272578,-169029.48548272578
38,2539,170632.07224408424,-168093.07224408424
2309,385,170635.84711091244,-170250.84711091244
4589,420,170648.79272656835,-170228.79272656835
501,1787,170651.87023667997,-168864.87023667997
1198,1856,170654.9764918278,-168798.9764918278
1579,983,170658.1092982232,-169675.1092982232
2701,1275,170683.26374541575,-169408.26374541575
3716,989,170684.3451853678,-169695.3451853678
2647,280,170687.41690596324,-170407.41690596324
6068,1943,170692.56175612457,-168749.56175612457
4623,1267,170712.99884146292,-169445.99884146292
1295,1030,170735.7110564839,-169705.7110564839
4718,1500,170759.3831274813,-169259.3831274813
4950,3800,170785.3009463987,-166985.3009463987
5027,1299,170788.41398848972,-169489.41398848972
4590,1449,170793.49288205034,-169344.49288205034
4123,400,170829.4487755363,-170429.4487755363
4917,6430,170837.94561687185,-164407.94561687185
4801,888,170847.32586149208,-169959.32586149208
5625,1571,170861.0121159126,-169290.0121159126
4226,980,170877.43680614678,-169897.43680614678
5365,1632,170893.8049081758,-169261.8049081758
835,2921,170899.14354158132,-167978.14354158132
5763,300,170901.63261289874,-170601.63261289874
3873,1057,170906.09781116186,-169849.09781116186
3146,350,170907.7861549464,-170557.7861549464
4383,6430,170909.75543217914,-164479.75543217914
5597,409,170910.43922575956,-170501.43922575956
5609,350,170910.7705842265,-170560.7705842265
5340,3655,170910.9826553146,-167255.9826553146
2640,300,170916.5004071541,-170616.5004071541
3122,1260,170918.10824208162,-169658.10824208162
961,482,170939.7903585341,-170457.7903585341
3288,1058,170945.67563129077,-169887.67563129077
679,2000,170946.92740605312,-168946.92740605312
966,230,170949.111429367,-170719.111429367
2837,1500,170952.7419088418,-169452.7419088418
5619,1290,170955.66204259483,-169665.66204259483
4729,450,171007.23741790644,-170557.23741790644
3210,3322,171013.44505598315,-167691.44505598315
3269,1443,171020.05319419756,-169577.05319419756
3731,2671,171024.11197521054,-168353.11197521054
3512,2000,171025.08415932165,-169025.08415932165
5827,3000,171042.2645094473,-168042.2645094473
1153,320,171044.8351805363,-170724.8351805363
4367,2129,171048.70478803947,-168919.70478803947
1478,1085,171066.36760055527,-169981.36760055527
1404,1147,171076.4338292887,-169929.4338292887
4788,750,171097.59004809323,-170347.59004809323
5993,550,171101.53524318722,-170551.53524318722
4244,300,171102.0348886429,-170802.0348886429
1562,1829,171108.30061676438,-169279.30061676438
1945,759,171112.38222049345,-170353.38222049345
1541,1404,171132.6118918311,-169728.6118918311
1792,299,171133.69682662605,-170834.69682662605
4330,505,171139.79281585867,-170634.79281585867
5803,199,171162.89699245754,-170963.89699245754
5418,1024,171170.3367122653,-170146.3367122653
5041,323,171195.56561706096,-170872.56561706096
766,6430,171200.19250452705,-164770.19250452705
2473,375,171201.15398963727,-170826.15398963727
5758,1297,171201.8013521265,-169904.8013521265
3546,400,171204.0489813365,-170804.0489813365
5341,800,171205.70650982717,-170405.70650982717
4058,750,171214.69982159595,-170464.69982159595
1276,450,171227.74553994034,-170777.74553994034
3019,500,171229.64266180323,-170729.64266180323
1096,700,171244.69683728358,-170544.69683728358
5455,849,171246.0110295651,-170397.0110295651
4997,163,171247.49212759137,-171084.49212759137
6181,1073,171251.33790511222,-170178.33790511222
3510,6430,171256.59170062607,-164826.59170062607
1022,1800,171270.23241228441,-169470.23241228441
3136,250,171285.1375108686,-171035.1375108686
1660,900,171297.06758208293,-170397.06758208293
5741,1800,171299.18410860116,-169499.18410860116
4305,285,171300.6730633112,-171015.6730633112
3180,1100,171309.20909596683,-170209.20909596683
1657,3395,171320.5874113024,-167925.5874113024
653,400,171320.82612219473,-170920.82612219473
5367,550,171354.72257158303,-170804.72257158303
79,842,171355.02332503762,-170513.02332503762
3568,2000,171355.89832812682,-169355.89832812682
6036,1900,171359.35131396825,-169459.35131396825
3304,2019,171360.36184733425,-169341.36184733425
4852,613,171360.82442687778,-170747.82442687778
3884,400,171363.29829528846,-170963.29829528846
383,700,171366.73723070647,-170666.73723070647
2452,349,171368.2312223348,-171019.2312223348
5845,2516,171369.4972230143,-168853.4972230143
5648,434,171370.47559542253,-170936.47559542253
2802,6132,171374.62720687367,-165242.62720687367
651,1150,171377.0839045847,-170227.0839045847
1316,1337,171380.202763411,-170043.202763411
2202,529,171449.10245299203,-170920.10245299203
2324,1474,171451.0066077388,-169977.0066077388
3422,1164,171459.8653628401,-170295.8653628401
2830,1518,171461.43108599514,-169943.43108599514
359,4800,171479.40108843902,-166679.40108843902
6178,795,171484.47578613617,-170689.47578613617
1168,1291,171514.00510824614,-170223.00510824614
5953,589,171525.04787073977,-170936.04787073977
3182,6430,171527.2544351947,-165097.2544351947
2693,1000,171533.13410054432,-170533.13410054432
1759,655,171544.0997697372,-170889.0997697372
1995,709,171553.44776296226,-170844.44776296226
1361,595,171570.50447725455,-170975.50447725455
5097,380,171581.70698858277,-171201.70698858277
1948,500,171584.2766193222,-171084.2766193222
1854,700,171591.83511249555,-170891.83511249555
1164,2971,171596.88578616988,-168625.88578616988
5841,1018,171600.05921447297,-170582.05921447297
691,599,171603.56872113972,-171004.56872113972
62,1000,171607.38346579226,-170607.38346579226
3834,1278,171618.21122995036,-170340.21122995036
3862,344,171618.28349151707,-171274.28349151707
3573,1831,171624.2859309383,-169793.2859309383
3930,350,171635.04053833438,-171285.04053833438
4069,964,171635.4995313947,-170671.4995313947
213,400,171641.51793868068,-171241.51793868068
776,700,171647.85728323518,-170947.85728323518
3192,480,171649.32579528398,-171169.32579528398
2840,799,171650.35317959782,-170851.35317959782
3591,500,171673.0556431969,-171173.0556431969
174,886,171673.6457111012,-170787.6457111012
2388,476,171680.31236395665,-171204.31236395665
3070,4200,171692.23632776932,-167492.23632776932
2948,434,171693.69272490026,-171259.69272490026
4032,220,171701.337703591,-171481.337703591
4229,240,171717.75335679646,-171477.75335679646
5416,1504,171728.3226271441,-170224.3226271441
2623,1499,171740.62122006423,-170241.62122006423
822,663,171741.57221039783,-171078.57221039783
311,534,171742.65051220072,-171208.65051220072
121,231,171745.07038448605,-171514.07038448605
3944,325,171749.28033005795,-171424.28033005795
836,1000,171771.12373444551,-170771.12373444551
1477,1057,171782.98790352905,-170725.98790352905
4582,400,171789.73208395336,-171389.73208395336
4830,2275,171796.84866260292,-169521.84866260292
5588,750,171801.7912237953,-171051.7912237953
949,1621,171807.57595419852,-170186.57595419852
3102,1457,171808.1560686362,-170351.1560686362
1597,449,171813.4639591952,-171364.4639591952
818,2444,171838.4279440977,-169394.4279440977
5662,444,171855.36234451673,-171411.36234451673
5070,1933,171890.98315820954,-169957.98315820954
5010,6430,171895.80433731695,-165465.80433731695
2507,2365,171902.5245748647,-169537.5245748647
5731,1472,171905.9037062727,-170433.9037062727
6097,450,171908.01033829676,-171458.01033829676
4988,600,171910.99144543824,-171310.99144543824
3174,2010,171913.6174117154,-169903.6174117154
625,343,171919.91621011557,-171576.91621011557
3487,4000,171922.7159445604,-167922.7159445604
730,800,171942.35162707433,-171142.35162707433
3569,1150,171961.76747483268,-170811.76747483268
1372,1980,171966.65901406782,-169986.65901406782
3266,280,171968.95889452045,-171688.95889452045
5453,3513,171969.78415194366,-168456.78415194366
4603,2371,171981.24703283148,-169610.24703283148
3466,490,172003.79433992162,-171513.79433992162
5265,1157,172004.58596407252,-170847.58596407252
1833,1383,172009.90851984613,-170626.90851984613
2659,500,172021.69075307652,-171521.69075307652
2374,6430,172024.81719034025,-165594.81719034025
2002,380,172030.979033294,-171650.979033294
427,446,172059.24126347693,-171613.24126347693
902,6430,172060.86426440172,-165630.86426440172
5721,2150,172062.66053809653,-169912.66053809653
3848,228,172066.9055403263,-171838.9055403263
5968,591,172073.32615154877,-171482.32615154877
3920,1400,172075.181506667,-170675.181506667
3560,590,172089.36659163376,-171499.36659163376
450,1034,172092.08922077276,-171058.08922077276
2201,683,172103.03183598578,-171420.03183598578
4427,534,172114.28722712898,-171580.28722712898
1988,1000,172114.9407354405,-171114.9407354405
5349,607,172134.67672792223,-171527.67672792223
1442,1586,172144.23600339936,-170558.23600339936
69,736,172147.21935046962,-171411.21935046962
4645,3640,172147.3351969899,-168507.3351969899
3388,2378,172152.99529232777,-169774.99529232777
6144,350,172165.92164164456,-171815.92164164456
347,1257,172169.46515949862,-170912.46515949862
2888,657,172214.24718984892,-171557.24718984892
402,700,172214.72894099905,-171514.72894099905
521,2540,172230.16540244163,-169690.16540244163
3239,2043,172235.3145939716,-170192.3145939716
1910,454,172240.53771109183,-171786.53771109183
6089,678,172242.0136839208,-171564.0136839208
3424,1200,172251.3664618569,-171051.3664618569
1042,367,172266.6168168159,-171899.6168168159
5710,1452,172269.98910919856,-170817.98910919856
880,400,172273.11231759188,-171873.11231759188
5266,283,172277.11919451,-171994.11919451
752,750,172277.3386400468,-171527.3386400468
2605,299,172277.53189773503,-171978.53189773503
262,4000,172277.85352939728,-168277.85352939728
3880,1125,172280.24192994434,-171155.24192994434
1402,843,172306.71199024908,-171463.71199024908
1243,1050,172309.99022469422,-171259.99022469422
3647,550,172326.93329235577,-171776.93329235577
1731,1500,172334.69549382958,-170834.69549382958
5407,2264,172342.7668635996,-170078.7668635996
5368,400,172366.80513894276,-171966.80513894276
1821,331,172381.13299092712,-172050.13299092712
4725,250,172397.46694459984,-172147.46694459984
2754,450,172397.8298377923,-171947.8298377923
1889,1100,172399.61716086374,-171299.61716086374
923,999,172407.15181968623,-171408.15181968623
2277,700,172420.70174383046,-171720.70174383046
1273,1200,172425.26973666143,-171225.26973666143
5946,1192,172429.02769951112,-171237.02769951112
5296,2130,172430.53776732125,-170300.53776732125
1417,790,172433.60259293555,-171643.60259293555
5182,1200,172438.55594731416,-171238.55594731416
4722,557,172442.08228484716,-171885.08228484716
871,1191,172459.9950259325,-171268.9950259325
1638,700,172462.7376197059,-171762.7376197059
801,1150,172466.2856402241,-171316.2856402241
4800,240,172466.70533913551,-172226.70533913551
4565,3428,172474.76850691775,-169046.76850691775
1807,849,172476.38343884394,-171627.38343884394
5933,900,172477.41456044238,-171577.41456044238
5646,550,172492.79917317626,-171942.79917317626
3696,375,172493.49565384575,-172118.49565384575
4638,320,172496.7843909729,-172176.7843909729
3221,541,172502.99203599786,-171961.99203599786
2288,1418,172527.5223739031,-171109.5223739031
569,195,172534.49211803114,-172339.49211803114
3237,300,172536.05186668359,-172236.05186668359
2225,1699,172546.3275806043,-170847.3275806043
898,4125,172549.69618384348,-168424.69618384348
2115,2388,172559.59591015536,-170171.59591015536
1047,1599,172561.39395627496,-170962.39395627496
5950,370,172561.6188231264,-172191.6188231264
3345,1431,172567.37351478127,-171136.37351478127
1098,1280,172573.86286402753,-171293.86286402753
3527,389,172579.49389368415,-172190.49389368415
2484,594,172579.7742053455,-171985.7742053455
5268,1584,172582.1656635617,-170998.1656635617
270,3956,172595.81889274626,-168639.81889274626
5344,849,172611.6534917799,-171762.6534917799
288,700,172616.0577453114,-171916.0577453114
3079,1250,172617.1361629429,-171367.1361629429
1124,2500,172628.71995976378,-170128.71995976378
1414,2100,172630.7896361375,-170530.7896361375
4434,1244,172631.25460061646,-171387.25460061646
1891,458,172635.1280097057,-172177.1280097057
1220,231,172635.59635663012,-172404.59635663012
2262,350,172639.38976922334,-172289.38976922334
4677,550,172642.58929976972,-172092.58929976972
2860,390,172647.00326885,-172257.00326885
4791,231,172658.6027482357,-172427.6027482357
5947,1333,172660.51312378084,-171327.51312378084
3447,4397,172660.94932933126,-168263.94932933126
289,680,172665.15174929894,-171985.15174929894
2936,780,172680.31249463971,-171900.31249463971
5556,714,172689.31482037436,-171975.31482037436
140,750,172699.98822271478,-171949.98822271478
2765,350,172704.3650694013,-172354.3650694013
1549,950,172721.30523900056,-171771.30523900056
599,1838,172723.1605521001,-170885.1605521001
2966,1100,172728.6444803484,-171628.6444803484
93,1840,172732.3070049842,-170892.3070049842
4518,2822,172734.50090682702,-169912.50090682702
3208,1600,172742.7076111582,-171142.7076111582
363,647,172743.71147453948,-172096.71147453948
5819,1680,172758.72290980004,-171078.72290980004
1879,1570,172776.87138368326,-171206.87138368326
1152,2292,172787.2359224164,-170495.2359224164
2120,3404,172789.4259204934,-169385.4259204934
2353,202,172793.1965238659,-172591.1965238659
2799,360,172797.70519647858,-172437.70519647858
6210,2743,172823.9368169219,-170080.9368169219
3112,550,172825.49285919778,-172275.49285919778
4292,500,172827.16892939503,-172327.16892939503
2928,2500,172836.97989118422,-170336.97989118422
6126,679,172848.449974389,-172169.449974389
6170,700,172853.9752482162,-172153.9752482162
2112,874,172868.78276886145,-171994.78276886145
5012,2323,172871.5495605833,-170548.5495605833
252,1099,172898.90186600827,-171799.90186600827
4391,3025,172902.57864778637,-169877.57864778637
4140,500,172902.73508906807,-172402.73508906807
236,773,172903.63652379677,-172130.63652379677
2542,699,172916.70267955356,-172217.70267955356
1419,1125,172953.60868117513,-171828.60868117513
2883,600,172955.0728297291,-172355.0728297291
2208,1176,172955.46121840642,-171779.46121840642
2156,200,172961.0055843867,-172761.0055843867
6088,1034,172961.31704060294,-171927.31704060294
4241,550,172963.43792681457,-172413.43792681457
4989,564,172968.86546293244,-172404.86546293244
3078,2474,172969.30693531162,-170495.30693531162
2919,1259,172976.70490268597,-171717.70490268597
512,939,172994.80807718672,-172055.80807718672
4893,870,173002.23457889966,-172132.23457889966
462,2075,173020.19796678174,-170945.19796678174
550,6430,173030.23099400592,-166600.23099400592
2217,1333,173034.77726303588,-171701.77726303588
2190,800,173043.3466779816,-172243.3466779816
5690,899,173052.27236668154,-172153.27236668154
912,1000,173066.31280843398,-172066.31280843398
1412,3331,173080.14639355682,-169749.14639355682
1363,450,173080.33588918133,-172630.33588918133
1568,841,173086.2073036465,-172245.2073036465
662,5138,173088.26033546924,-167950.26033546924
1082,920,173088.8220762637,-172168.8220762637
5672,1070,173096.63973337485,-172026.63973337485
4249,529,173106.52676704372,-172577.52676704372
1847,1200,173113.34728647216,-171913.34728647216
3002,934,173116.41428909267,-172182.41428909267
5253,2915,173119.91658555323,-170204.91658555323
2295,520,173127.71141088824,-172607.71141088824
874,390,173135.63569166994,-172745.63569166994
3584,749,173150.79330225117,-172401.79330225117
3866,529,173151.70142949093,-172622.70142949093
3036,549,173152.86179534197,-172603.86179534197
2689,374,173153.67985843468,-172779.67985843468
2714,549,173154.42304657577,-172605.42304657577
2338,454,173162.25249339823,-172708.25249339823
6196,800,173167.77884663892,-172367.77884663892
238,1100,173169.6012111851,-172069.6012111851
2384,950,173177.36114090573,-172227.36114090573
2230,1250,173190.33415105712,-171940.33415105712
5464,1300,173192.87066998784,-171892.87066998784
1677,813,173209.92438091966,-172396.92438091966
1967,939,173218.62800033006,-172279.62800033006
4277,1125,173224.9730936501,-172099.9730936501
827,1125,173225.36513637606,-172100.36513637606
4585,3941,173234.4921858326,-169293.4921858326
5220,4764,173234.7861644466,-168470.7861644466
3374,2257,173236.53393215925,-170979.53393215925
5235,350,173238.7491944159,-172888.7491944159
990,2698,173267.33985372572,-170569.33985372572
2116,898,173270.1289956955,-172372.1289956955
1522,5515,173276.06787757127,-167761.06787757127
2645,2765,173283.6530914915,-170518.6530914915
1199,2930,173296.91963134112,-170366.91963134112
2886,1148,173299.1933511474,-172151.1933511474
5307,500,173304.0780571753,-172804.0780571753
4879,254,173325.311470321,-173071.311470321
5505,700,173340.40070865696,-172640.40070865696
5940,1229,173364.96606270288,-172135.96606270288
3455,1826,173373.56065081988,-171547.56065081988
1447,4245,173377.25307782408,-169132.25307782408
41,850,173380.66077393584,-172530.66077393584
2663,870,173398.68128097683,-172528.68128097683
4245,900,173404.8253643759,-172504.8253643759
775,1369,173418.8014656298,-172049.8014656298
5962,890,173424.2016170455,-172534.2016170455
2556,650,173425.83877623902,-172775.83877623902
2612,300,173426.20510069592,-173126.20510069592
1684,4125,173441.00612963087,-169316.00612963087
2597,1000,173448.25140654037,-172448.25140654037
3489,1980,173454.13715156238,-171474.13715156238
5144,800,173459.11095361438,-172659.11095361438
1494,1800,173465.53181681977,-171665.53181681977
1550,2300,173470.28003038606,-171170.28003038606
3216,3000,173473.31348254276,-170473.31348254276
2241,971,173476.13083477376,-172505.13083477376
3367,452,173482.0235650895,-173030.0235650895
4611,1045,173494.24637005499,-172449.24637005499
1613,550,173495.34003441516,-172945.34003441516
1711,895,173495.44005837615,-172600.44005837615
5861,1045,173496.14604251558,-172451.14604251558
3559,1045,173497.50669251912,-172452.50669251912
2475,1045,173498.3362053193,-172453.3362053193
1546,377,173508.8883717778,-173131.8883717778
5659,3414,173514.4853022813,-170100.4853022813
6268,1303,173519.97162757558,-172216.97162757558
1749,1000,173530.30676824143,-172530.30676824143
1321,6430,173532.55443697443,-167102.55443697443
5394,340,173534.00913894022,-173194.00913894022
5661,231,173549.0730594576,-173318.0730594576
2142,414,173550.09380488642,-173136.09380488642
1983,2972,173550.80919106214,-170578.80919106214
1804,2100,173559.38850645718,-171459.38850645718
3337,2038,173585.01891589302,-171547.01891589302
1482,343,173587.3739863718,-173244.3739863718
1053,3131,173596.2433138559,-170465.2433138559
883,1312,173613.67428186486,-172301.67428186486
4106,2950,173619.27800576168,-170669.27800576168
2127,1560,173634.63585167704,-172074.63585167704
5653,1084,173649.43540877898,-172565.43540877898
4625,750,173661.27132425923,-172911.27132425923
5959,979,173661.58727564148,-172682.58727564148
280,2000,173668.69240814293,-171668.69240814293
1533,1764,173674.12624327923,-171910.12624327923
4211,1363,173681.7392853139,-172318.7392853139
6099,1217,173683.02515451438,-172466.02515451438
2301,846,173688.3481822348,-172842.3481822348
1744,500,173688.36854017994,-173188.36854017994
6227,1166,173692.24815006298,-172526.24815006298
6269,1227,173694.2797975135,-172467.2797975135
221,1099,173703.13242495916,-172604.13242495916
6186,600,173709.93856988134,-173109.93856988134
3994,351,173718.67675169115,-173367.67675169115
690,1662,173724.1350299605,-172062.1350299605
1585,500,173725.68963010245,-173225.68963010245
3776,595,173727.15160818773,-173132.15160818773
2173,580,173737.61396006748,-173157.61396006748
1672,710,173773.92157331348,-173063.92157331348
1306,590,173781.23787236464,-173191.23787236464
1485,1009,173808.0568987561,-172799.0568987561
2650,599,173823.81438494186,-173224.81438494186
6055,4904,173842.55597073727,-168938.55597073727
5669,741,173864.11723811764,-173123.11723811764
3529,727,173868.0176975997,-173141.0176975997
1119,179,173873.5129821739,-173694.5129821739
48,1994,173874.44817061585,-171880.44817061585
5851,918,173875.75881275837,-172957.75881275837
4317,800,173876.98697443597,-173076.98697443597
440,1103,173880.9974447118,-172777.9974447118
1646,3131,173885.33925547308,-170754.33925547308
5256,1546,173885.8949603859,-172339.8949603859
4820,2362,173887.43193759714,-171525.43193759714
3660,1144,173888.08455893683,-172744.08455893683
1333,1560,173890.80062969704,-172330.80062969704
876,1500,173927.17588670636,-172427.17588670636
352,1100,173928.9691404442,-172828.9691404442
926,400,173932.22532123697,-173532.22532123697
4104,1766,173933.22640020557,-172167.22640020557
4831,2027,173942.63313459393,-171915.63313459393
6109,3000,173950.4948836447,-170950.4948836447
152,847,173951.61382607906,-173104.61382607906
1903,2535,173988.54503370894,-171453.54503370894
3793,349,173998.6046627098,-173649.6046627098
3522,600,173999.3413651935,-173399.3413651935
2686,450,174000.10081735524,-173550.10081735524
4774,550,174022.1026962269,-173472.1026962269
1319,4846,174027.49317517242,-169181.49317517242
5823,513,174028.55869713819,-173515.55869713819
1785,1069,174031.3379358987,-172962.3379358987
5880,1506,174035.76937488152,-172529.76937488152
263,1397,174038.1857227241,-172641.1857227241
1800,799,174040.70178094215,-173241.70178094215
6005,698,174073.95501009226,-173375.95501009226
348,300,174076.6382427338,-173776.6382427338
595,440,174090.79610866678,-173650.79610866678
1044,889,174098.82756770722,-173209.82756770722
4730,850,174116.50227279417,-173266.50227279417
1815,600,174118.23705364918,-173518.23705364918
811,1350,174125.25057945185,-172775.25057945185
2962,507,174139.87496386145,-173632.87496386145
2154,3913,174146.49771795413,-170233.49771795413
5005,1331,174156.68517851376,-172825.68517851376
3899,997,174164.68359002378,-173167.68359002378
1978,1125,174165.67185774577,-173040.67185774577
3189,980,174168.28541004378,-173188.28541004378
3605,450,174177.55096104933,-173727.55096104933
3777,3000,174180.1501444636,-171180.1501444636
3390,171,174180.45570368145,-174009.45570368145
1375,536,174182.09525064987,-173646.09525064987
4252,925,174186.59023097527,-173261.59023097527
950,1362,174186.67020703014,-172824.67020703014
742,1803,174205.14690820122,-172402.14690820122
6143,1331,174207.49778910316,-172876.49778910316
3441,1950,174213.78260810144,-172263.78260810144
6187,2500,174230.5992850586,-171730.5992850586
282,714,174239.4372175236,-173525.4372175236
3,1250,174241.8763724905,-172991.8763724905
2392,350,174249.43508128138,-173899.43508128138
3502,2499,174250.58123755833,-171751.58123755833
6121,2727,174250.7039160759,-171523.7039160759
1339,1411,174254.6815273762,-172843.6815273762
833,550,174260.08136006462,-173710.08136006462
4750,5400,174271.50127527214,-168871.50127527214
4507,630,174273.76070956566,-173643.76070956566
5283,842,174279.0044229176,-173437.0044229176
3265,2922,174294.53717609242,-171372.53717609242
5154,997,174298.56218149324,-173301.56218149324
5658,1200,174302.05123025118,-173102.05123025118
1130,1067,174303.335674501,-173236.335674501
32,812,174303.94755509315,-173491.94755509315
3838,814,174311.14883836405,-173497.14883836405
3892,199,174316.82930032586,-174117.82930032586
516,4500,174328.36279917837,-169828.36279917837
2576,5138,174332.31607541826,-169194.31607541826
921,600,174333.3929904107,-173733.3929904107
39,3000,174342.49009748135,-171342.49009748135
4885,1490,174354.92796956288,-172864.92796956288
785,3396,174359.05741053363,-170963.05741053363
4242,1249,174368.03118239192,-173119.03118239192
2247,1400,174382.011712546,-172982.011712546
2557,2496,174390.60762118595,-171894.60762118595
3278,1300,174393.662785831,-173093.662785831
356,2100,174397.34855646052,-172297.34855646052
5037,1535,174412.66597921442,-172877.66597921442
434,1184,174421.78238258872,-173237.78238258872
3676,1200,174427.44874511677,-173227.44874511677
1405,1696,174437.40471734563,-172741.40471734563
5509,1000,174453.56221157603,-173453.56221157603
891,1500,174458.59734660172,-172958.59734660172
5437,1872,174467.71313164747,-172595.71313164747
4290,231,174469.92459372355,-174238.92459372355
1716,321,174471.70411006053,-174150.70411006053
675,1971,174475.90400151373,-172504.90400151373
5538,1127,174480.87413996135,-173353.87413996135
441,3779,174484.92027375603,-170705.92027375603
3259,772,174490.31516575618,-173718.31516575618
6146,800,174497.46042774303,-173697.46042774303
2586,2449,174500.1592016602,-172051.1592016602
243,1743,174501.2608282233,-172758.2608282233
1864,1465,174509.4309726754,-173044.4309726754
4464,5400,174538.2268161803,-169138.2268161803
3730,2077,174549.93666584702,-172472.93666584702
2074,500,174551.40912997862,-174051.40912997862
867,815,174555.48577758885,-173740.48577758885
1269,480,174557.1999712924,-174077.1999712924
2037,650,174567.2857374904,-173917.2857374904
1246,820,174572.0620467724,-173752.0620467724
5483,350,174595.10112544245,-174245.10112544245
1165,469,174596.67514594595,-174127.67514594595
5223,771,174599.66282111983,-173828.66282111983
118,2169,174601.47426778986,-172432.47426778986
4067,3127,174609.1932371974,-171482.1932371974
1858,2392,174630.38879830966,-172238.38879830966
4999,892,174639.82858805018,-173747.82858805018
731,848,174643.3800444805,-173795.3800444805
3797,492,174667.20390858498,-174175.20390858498
794,2501,174683.14717113556,-172182.14717113556
4592,1500,174686.423941723,-173186.423941723
1257,5941,174687.77464118032,-168746.77464118032
207,1650,174689.18572658277,-173039.18572658277
2721,1119,174701.89199957481,-173582.89199957481
2929,350,174706.91896969263,-174356.91896969263
3419,4063,174715.97573098267,-170652.97573098267
3290,1500,174729.44429884164,-173229.44429884164
2743,870,174731.33300738712,-173861.33300738712
1798,357,174754.69559311218,-174397.69559311218
6157,1660,174756.07197679687,-173096.07197679687
4923,1147,174757.4056368899,-173610.4056368899
4557,1201,174767.54604947995,-173566.54604947995
5705,2732,174777.97104831197,-172045.97104831197
2424,225,174778.22652920405,-174553.22652920405
4050,1858,174788.37176698225,-172930.37176698225
2760,1300,174790.53357032422,-173490.53357032422
302,600,174790.74218043216,-174190.74218043216
1651,991,174791.86445172338,-173800.86445172338
1459,600,174792.76049894094,-174192.76049894094
2104,2150,174795.93731813843,-172645.93731813843
1358,880,174796.25821321917,-173916.25821321917
3828,1249,174809.54076585235,-173560.54076585235
884,1399,174809.75137054425,-173410.75137054425
5839,1099,174810.0505503534,-173711.0505503534
2579,980,174815.94181126592,-173835.94181126592
813,1200,174820.18149442592,-173620.18149442592
2132,1319,174839.1378898041,-173520.1378898041
2502,849,174888.19630727445,-174039.19630727445
5695,2200,174901.69864955617,-172701.69864955617
6214,507,174908.50546461865,-174401.50546461865
1438,1976,174910.31379349393,-172934.31379349393
5854,3450,174922.68710138087,-171472.68710138087
5211,1133,174977.82304721547,-173844.82304721547
3257,3500,174980.06938649295,-171480.06938649295
5155,950,174983.89741877207,-174033.89741877207
2310,1280,174987.84044360448,-173707.84044360448
2694,900,175010.02039922195,-174110.02039922195
3689,3582,175012.5019445301,-171430.5019445301
